

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T11:06:32PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
98	SDSS J001237.86-093822.6	  3.15778 	  -9.63962 	G	 45502	 0.151778 	    	18.7g	  0.000	8	0	36	4	2	8	0
99	SDSS J001243.87+324627.7	  3.18282 	  32.77437 	G	 72181	 0.240770 	    	     	  0.000	1	0	0	1	1	0	0
100	SDSS J001246.58-000611.1	  3.19409 	  -0.10310 	G	 58242	 0.194273 	SPEC	19.4g	  0.000	1	0	15	3	2	4	0
101	SDSS J001247.35+004904.9	  3.19733 	   0.81804 	G	 44996	 0.150090 	SPEC	19.8g	  0.000	1	0	16	3	1	4	0
102	SDSS J001247.58+004701.7	  3.19829 	   0.78381 	G	 44827	 0.149528 	SPEC	19.5g	  0.000	1	0	16	3	1	4	0
103	SDSS J001251.53+001822.2	  3.21473 	   0.30618 	G	 44958	 0.149965 	SPEC	19.9g	  0.000	1	0	15	2	1	4	0
104	SDSS J001254.52-003255.7	  3.22721 	  -0.54881 	G	 47173	 0.157351 	SPEC	19.6g	  0.000	2	0	16	3	1	4	0
105	SDSS J001255.13+000443.2	  3.22973 	   0.07867 	G	 63955	 0.213332 	SPEC	20.0g	  0.000	1	0	15	2	1	4	0
106	SDSS J001256.27+005121.4	  3.23449 	   0.85595 	G	 44632	 0.148875 	SPEC	19.9g	  0.000	1	0	16	3	1	4	0
107	SDSS J001256.77+004223.3	  3.23657 	   0.70649 	G	 44070	 0.147001 	SPEC	20.1g	  0.000	1	0	15	2	1	4	0
108	SDSS J001258.05+003736.4	  3.24190 	   0.62679 	G	 73984	 0.246783 	SPEC	21.0g	  0.000	3	0	15	2	1	4	1
109	SDSS J001259.36+001640.3	  3.24734 	   0.27786 	G	 43831	 0.146206 	SPEC	20.2g	  0.000	1	0	15	2	1	4	0
110	SDSS J001302.73-010759.8	  3.26139 	  -1.13329 	G	 51159	 0.170649 	SPEC	20.1g	  0.000	1	0	15	2	1	4	0
111	SDSS J001309.83+003844.2	  3.29097 	   0.64564 	G	 44372	 0.148008 	SPEC	20.3g	  0.000	1	0	15	2	1	4	0
112	SDSS J001310.66+324059.1	  3.29443 	  32.68311 	G	 71010	 0.236864 	    	     	  0.000	1	0	0	1	1	0	0
113	SDSS J001311.16+005425.3	  3.29652 	   0.90705 	G	 63432	 0.211588 	    	19.7g	  0.000	4	0	36	4	3	8	0
114	SDSS J001311.24+140624.8	  3.29686 	  14.10691 	G	 42874	 0.143012 	    	17.5g	  0.000	8	0	15	1	0	4	0
115	SDSS J001311.25+140624.9	  3.29688 	  14.10692 	G	 42880	 0.143032 	    	17.6g	  0.000	1	0	20	1	2	4	2
116	SDSS J001311.57-001922.8	  3.29825 	  -0.32302 	G	 46522	 0.155182 	SPEC	20.1g	  0.000	1	0	15	2	1	4	0
117	SDSS J001311.88+324600.3	  3.29951 	  32.76676 	G	 74584	 0.248785 	    	     	  0.000	1	0	0	1	1	0	0
118	SDSS J001319.89+010318.0	  3.33290 	   1.05502 	G	 41921	 0.139833 	SPEC	19.6g	  0.000	1	0	16	3	1	4	0
119	SDSS J001320.79+005221.7	  3.33663 	   0.87271 	G	 44788	 0.149396 	SPEC	20.5g	  0.000	2	0	15	2	1	4	0
120	SDSS J001322.77+001015.2	  3.34490 	   0.17091 	G	 46313	 0.154483 	SPEC	19.9g	  0.000	1	0	15	2	1	4	0
121	SDSS J001328.56-004017.7	  3.36901 	  -0.67160 	G	 42033	 0.140208 	SPEC	19.5g	  0.000	1	0	16	3	1	4	0
122	SDSS J001329.65+322153.4	  3.37354 	  32.36483 	G	 73099	 0.243832 	    	     	  0.000	1	0	0	1	1	0	0
123	SDSS J001330.24+323859.3	  3.37602 	  32.64981 	G	 37835	 0.126204 	    	     	  0.000	1	0	0	1	1	0	0
124	SDSS J001332.14+321107.2	  3.38395 	  32.18535 	G	 37958	 0.126614 	    	     	  0.000	1	0	0	1	1	0	0
125	SDSS J001332.88+323834.9	  3.38702 	  32.64304 	G	 38147	 0.127245 	    	     	  0.000	1	0	0	1	1	0	0
126	SDSS J001342.34-001727.1	  3.42643 	  -0.29087 	G	 52125	 0.173871 	SPEC	20.6g	  0.000	1	0	15	2	1	4	0
127	SDSS J001342.63+004700.4	  3.42764 	   0.78346 	G	 45996	 0.153425 	SPEC	20.0g	  0.000	1	0	15	2	1	4	0
128	SDSS J001345.34-005506.2	  3.43894 	  -0.91841 	G	 69086	 0.230447 	SPEC	20.2g	  0.000	1	0	15	2	1	4	0
129	SDSS J001346.96+323019.6	  3.44569 	  32.50547 	G	 73089	 0.243799 	    	     	  0.000	1	0	0	1	1	0	0
130	SDSS J001347.73+323029.4	  3.44890 	  32.50819 	G	 72987	 0.243458 	    	     	  0.000	1	0	0	1	1	0	0
131	SDSS J001350.54+000430.4	  3.46061 	   0.07513 	G	 68257	 0.227680 	SPEC	20.4g	  0.000	1	0	15	2	1	4	1
132	SDSS J001353.28-004309.9	  3.47200 	  -0.71942 	G	 72047	 0.240323 	SPEC	20.9g	  0.000	1	0	15	2	1	4	0
133	SDSS J001355.25+010200.1	  3.48024 	   1.03338 	G	 41414	 0.138142 	SPEC	20.0g	  0.000	1	0	15	2	1	4	0
134	SDSS J001355.79+322338.8	  3.48247 	  32.39412 	G	 49745	 0.165931 	    	     	  0.000	1	0	0	1	1	0	0
135	SDSS J001402.50+005012.6	  3.51046 	   0.83685 	G	 65867	 0.219708 	SPEC	20.4g	  0.000	1	0	15	2	1	3	0
136	SDSS J001403.60-095515.2	  3.51501 	  -9.92090 	G	 41497	 0.138420 	    	18.4g	  0.000	7	0	36	4	3	8	0
137	SDSS J001405.44+004617.0	  3.52268 	   0.77141 	G	 37815	 0.126137 	SPEC	20.1g	  0.000	1	0	15	2	1	4	0
138	SDSS J001408.59-004316.5	  3.53581 	  -0.72125 	G	 64714	 0.215862 	SPEC	19.4g	  0.000	1	0	16	3	1	4	0
139	SDSS J001411.95-005051.8	  3.54983 	  -0.84774 	G	 46009	 0.153468 	SPEC	20.6g	  0.000	1	0	15	2	1	4	0
140	SDSS J001417.77+000119.3	  3.57407 	   0.02203 	G	 52796	 0.176109 	SPEC	21.0g	  0.000	0	0	15	2	1	4	0
141	SDSS J001428.01+005340.2	  3.61673 	   0.89451 	G	 45166	 0.150656 	SPEC	19.4g	  0.000	1	0	16	3	1	4	0
142	SDSS J001430.51-000212.4	  3.62715 	  -0.03680 	G	 69693	 0.232470 	SPEC	20.0g	  0.000	1	0	16	3	1	4	0
143	SDSS J001432.20+154014.6	  3.63421 	  15.67073 	G	 66280	 0.221085 	SPEC	21.1g	  0.000	0	0	15	2	1	4	0
144	SDSS J001442.66-004314.9	  3.67777 	  -0.72081 	G	 51231	 0.170889 	SPEC	19.7g	  0.000	1	0	16	3	1	4	0
145	SDSS J001448.29+005648.9	  3.70124 	   0.94694 	G	 60781	 0.202743 	SPEC	19.9g	  0.000	1	0	15	2	1	4	1
146	SDSS J001449.77+001827.1	  3.70738 	   0.30754 	G	 43888	 0.146393 	SPEC	19.7g	  0.000	1	0	16	3	1	4	0
147	SDSS J001503.55-005634.0	  3.76483 	  -0.94279 	G	 50206	 0.167470 	SPEC	18.7g	  0.000	1	0	16	3	1	4	0
148	SDSS J001507.94-002102.5	  3.78310 	  -0.35070 	G	 47121	 0.157180 	SPEC	20.1g	  0.000	1	0	16	3	1	4	0
149	SDSS J001514.97-010104.6	  3.81240 	  -1.01796 	G	 58376	 0.194721 	SPEC	20.6g	  0.000	1	0	15	2	1	4	0
150	SDSS J001522.82-002704.1	  3.84510 	  -0.45115 	G	 46461	 0.154976 	SPEC	19.0g	  0.000	1	0	16	3	1	4	0
151	SDSS J001526.78-005817.9	  3.86160 	  -0.97166 	G	 50085	 0.167064 	    	19.2g	  0.000	5	0	35	4	5	8	1
152	SDSS J001532.13+000657.1	  3.88391 	   0.11588 	G	 67931	 0.226592 	SPEC	22.4g	  0.000	0	0	15	2	1	4	0
153	SDSS J001533.20+005745.0	  3.88835 	   0.96252 	G	 46094	 0.153754 	SPEC	19.9g	  0.000	1	0	16	3	1	4	0
154	SDSS J001536.91-002321.6	  3.90379 	  -0.38933 	G	 47967	 0.160000 	:   	     	  0.000	7	0	0	1	2	0	0
155	SDSS J001540.85-004857.4	  3.92024 	  -0.81596 	G	 46883	 0.156386 	SPEC	20.0g	  0.000	1	0	15	2	1	4	0
156	SDSS J001542.80+002207.8	  3.92837 	   0.36884 	G	 38343	 0.127899 	SPEC	19.4g	  0.000	1	0	16	3	1	4	0
157	SDSS J001543.37+134513.9	  3.93072 	  13.75388 	G	 47147	 0.157265 	    	19.3g	  0.000	4	0	35	3	3	8	0
158	SDSS J001553.98-002951.0	  3.97494 	  -0.49752 	G	 53580	 0.178723 	SPEC	18.9g	  0.000	2	0	16	3	1	4	0
159	SDSS J001555.38-005338.6	  3.98076 	  -0.89408 	G	 50579	 0.168714 	SPEC	20.4g	  0.000	1	0	15	2	1	4	0
160	SDSS J001559.23+000408.3	  3.99680 	   0.06898 	G	 52662	 0.175661 	SPEC	19.6g	  0.000	2	0	16	3	1	4	0
