

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T10:19:11PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
142	SDSS J022211.43-000349.5	 35.54767 	  -0.06378 	G	261719	 0.873000 	PHOT	22.8g	  0.000	1	0	15	1	1	4	0
143	SDSS J022211.44+000849.5	 35.54768 	   0.14709 	G	231140	 0.771000 	PHOT	22.3g	  0.000	1	0	15	1	1	4	0
144	SDSS J022211.47-002452.6	 35.54781 	  -0.41462 	G	258721	 0.863000 	PHOT	22.7g	  0.000	1	0	15	1	1	4	0
145	SDSS J022212.28+002243.0	 35.55119 	   0.37862 	G	245230	 0.818000 	PHOT	26.0g	  0.000	1	0	15	1	1	4	0
146	SDSS J022212.31+011423.1	 35.55129 	   1.23978 	G	273411	 0.912000 	PHOT	21.4g	  0.000	3	0	15	1	1	4	1
147	SDSS J022212.45-000528.0	 35.55189 	  -0.09112 	G	265916	 0.887000 	PHOT	23.1g	  0.000	1	0	15	1	1	4	0
148	SDSS J022212.49+010355.2	 35.55204 	   1.06535 	G	241333	 0.805000 	PHOT	22.8g	  0.000	1	0	15	1	1	4	0
149	SDSS J022212.66-000050.9	 35.55279 	  -0.01416 	G	250327	 0.835000 	PHOT	22.6g	  0.000	1	0	15	1	1	3	0
150	SDSS J022212.78+005752.4	 35.55326 	   0.96458 	G	262918	 0.877000 	PHOT	23.8g	  0.000	1	0	15	1	1	4	0
151	SDSS J022212.89+005435.8	 35.55372 	   0.90995 	G	231140	 0.771000 	PHOT	24.4g	  0.000	1	0	15	1	1	4	0
152	SDSS J022214.44-000623.2	 35.56017 	  -0.10646 	G	254224	 0.848000 	PHOT	25.3g	  0.000	1	0	15	1	1	4	0
153	SDSS J022214.51+005132.6	 35.56050 	   0.85908 	G	231740	 0.773000 	PHOT	22.4g	  0.000	1	0	15	1	1	4	0
154	SDSS J022214.55+011503.8	 35.56067 	   1.25106 	G	283903	 0.947000 	PHOT	23.1g	  0.000	1	0	15	1	1	4	0
155	SDSS J022214.65-001759.6	 35.56107 	  -0.29990 	G	246130	 0.821000 	PHOT	23.0g	  0.000	1	0	15	1	1	4	0
156	SDSS J022214.85+001138.1	 35.56191 	   0.19393 	G	278807	 0.930000 	PHOT	19.2g	  0.000	1	0	15	1	1	4	0
157	SDSS J022214.90+005525.6	 35.56211 	   0.92380 	G	229941	 0.767000 	PHOT	22.1g	  0.000	1	0	15	1	1	4	0
158	SDSS J022214.96+005207.9	 35.56233 	   0.86888 	G	235037	 0.784000 	PHOT	23.2g	  0.000	1	0	15	1	1	4	0
159	SDSS J022215.41+005212.7	 35.56424 	   0.87020 	G	234738	 0.783000 	PHOT	23.8g	  0.000	1	0	15	1	1	4	0
160	SDSS J022215.69+010254.2	 35.56541 	   1.04839 	G	244031	 0.814000 	PHOT	21.6g	  0.000	1	0	15	1	1	4	0
161	SDSS J022215.73+000532.6	 35.56557 	   0.09241 	G	280306	 0.935000 	PHOT	22.5g	  0.000	1	0	15	1	1	3	0
162	SDSS J022215.94-001630.2	 35.56643 	  -0.27508 	G	255123	 0.851000 	PHOT	23.1g	  0.000	1	0	15	1	1	4	0
163	SDSS J022216.06-001349.4	 35.56692 	  -0.23041 	G	241633	 0.806000 	PHOT	24.3g	  0.000	1	0	15	1	1	4	0
164	SDSS J022216.36+001112.8	 35.56820 	   0.18690 	G	275210	 0.918000 	PHOT	22.6g	  0.000	1	0	15	1	1	4	0
165	SDSS J022216.43+000826.2	 35.56849 	   0.14063 	G	279706	 0.933000 	PHOT	23.0g	  0.000	1	0	15	1	1	3	0
166	SDSS J022216.44+000503.8	 35.56851 	   0.08439 	G	228142	 0.761000 	PHOT	25.3g	  0.000	1	0	15	1	1	4	0
167	SDSS J022216.95+005924.3	 35.57066 	   0.99010 	G	248528	 0.829000 	PHOT	22.1g	  0.000	1	0	15	1	1	4	0
168	SDSS J022217.34+004535.2	 35.57228 	   0.75979 	G	237436	 0.792000 	PHOT	23.4g	  0.000	1	0	15	1	1	3	0
169	SDSS J022217.43-001840.7	 35.57265 	  -0.31132 	G	227842	 0.760000 	PHOT	22.9g	  0.000	1	0	15	1	1	4	0
170	SDSS J022217.44-001800.4	 35.57267 	  -0.30014 	G	238035	 0.794000 	PHOT	23.3g	  0.000	1	0	15	1	1	4	0
171	SDSS J022217.55-002429.7	 35.57315 	  -0.40827 	G	226044	 0.754000 	PHOT	23.3g	  0.000	1	0	15	1	1	4	0
172	SDSS J022217.70-000207.6	 35.57377 	  -0.03545 	G	242532	 0.809000 	PHOT	22.7g	  0.000	1	0	15	1	1	4	0
173	SDSS J022217.73-000023.8	 35.57389 	  -0.00662 	G	272511	 0.909000 	PHOT	22.5g	  0.000	1	0	15	1	1	4	0
